"Task Type","Task ID","Task Custom ID","Task Name","Status","Task Content","Assignee","Priority","Latest Comment","Comment Count","Assigned Comment Count","Due Date","Start Date","Date Created","Date Updated","Date Closed","Date Done","Created By","Space","Folder","List","Subtask ID's","Subtask URL's","tags","Lists","Sprints","Linked Tasks","Linked Docs","Time Logged","Time Logged Rolled Up","Time Estimate","Time Estimate Rolled Up","Points Estimate","Points Estimate Rolled Up","Affected by (tasks)","Affects versions RaaS (drop down)","Comentarios (text)","Component-ok (labels)","Fix Version RaaS (drop down)","Jira ID (text)","Orden (number)","PM (drop down)","Projects (drop down)","RN Client Description (text)","RN Int Description (text)","Release (drop down)","Release Name (drop down)","Release Notes Client (checkbox)","Release Notes Internal (checkbox)","Released (checkbox)","Review (drop down)","Revision (drop down)","Target Version RaaS (drop down)","Type oz (drop down)","🤓 User Acceptance Criteria (text)"
"Task","86dv4xrwd","RAAS-4073","Cancel operations when Exchange Rate cannot be retrieved for several hours","Closed","When the Exchange Rate services are down, or not working, this causes the retrieval of the exchange rate to be executed in a series or retries
It was determined that if this retry mechanism is still not able to retrieve the exchange rate after 5 hours of attempts, the operation should be cancelled

Must configure the setting ExchangeRateRetriesTimesInMinutes: 60,60,60,60,60
It will retry every 60 minutes 5 times. 

In QA, you should define other values and change the setting EuroExchangeRateApiUrl to cause a communication error.

Note from TA 16.05.2025
This feature applies only when the exchange rate is needed for the actual cross border transaction. For the time being this operations are only with destination payment method = UBN, because the exchange rate is necessary to later on be used in the reports to finance to know the foreign currency that needs to be exchanged with the configured MSB

See related story for the exception for OCT that was identified later on release 1.11.7.9
RAAS-4997

","[Claudia Bolaños]","none","La key ExchangeRateRetriesTimesInMinutes, la deje con valor: 10,10,10,10,10      Lo que significa que reintentará 5 veces cada 10 minutos      Captura%20de%20pantalla%202024-12-06%20a%20la(s)%2015.18.12.png     Luego de esos reintentos la operacion falla.   en la consola van a ver seis veces el RelationAccepted, porque el primero es el del flujo. + los 5 reintentos.     Luego disparamos una operación más y en el primer retry restablecieron el servicio de euroChange y pudimos corroborar que la operación completó.      VALIDATED  OK WITH   phone Moto G Pure / Android 12/ HWAY SEND QA 1.9.2 / ASK HWAY ASK QA 1.9.2   iPhone SE / iOS 16.2 / HWAY SEND QA 1.9.2 / ASK HWAY ASK QA 1.9.2    ",2,0,"","","Friday, November 8th 2024, 6:19:12 pm -03:00","Friday, May 16th 2025, 12:44:22 pm -03:00","Friday, December 6th 2024, 5:04:35 pm -03:00","Friday, December 6th 2024, 5:04:35 pm -03:00","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[]","[]","[not-crb-related]","[Technical Requirements - TA RaaS, 1.9 VERVAIN, Kanban R&D]","[]","","","","","","",,0,"","","","[Backend]","1.9.0","",366,"","RaaS","","","","Vervain","","","","","","","Task","
The user will get its transaction cancelled if the platform cannot retrieve the exchange rate after 5 hours of attempts
This mechanism applies when the exchange rate is needed for the actual operation in the destination payment method. As of May 2025 the only transaction that needs this mechanism is destionation payment method UBN
Fort Testing purposes consult with backend team how to simulate this scenario


"
"Task","86dv4w6fc","RAAS-4072","Get and Adapt from HWAY the Alerts Mechanism for Providers Errors","done","The mechansim implemented in HWAY to trigger Alerts for the Errors in the Providers, needs to be also implemented in RAAS, within the specific details of RAAS platform.

","[]","none","marking as done  ",2,0,"","","Friday, November 8th 2024, 3:48:36 pm -03:00","Monday, September 1st 2025, 5:10:55 pm -03:00","","Monday, September 1st 2025, 5:10:51 pm -03:00","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[]","[]","[prod-testing-required, non-qa]","[Technical Requirements - TA RaaS, 1.9 VERVAIN, Kanban R&D]","[]","","","","","","",,0,"","","","[Backend]","1.9.0","",365,"","RaaS","","","","Vervain","","","","","","","Platform Enhancement","General Acceptance Ticket. 
"
"Task","86dv3x2fj","RAAS-4025","Implement EuroExchange as specific Exchange Rate Provider for Send to UBN flow","Closed","When the user wants to send money to their receiver using bank account as destination payment method, specifically for Mexico, using CLABE and executing the SPEI transaction through Arcus, the provider of the exchange rate will be different from the ""regular"" provider.

Currently the ""regular"" provider is Visa Exchange Rate service. This will continue to be the provider for the rest of types of destionation payment methods (e.g. send to a card)

Also, for the Pre-Quote, the information provided for the estimated cost of the transaction that is presented in the payment method selection screen, Visa Exchange Rate service will remain

EuroExchange will be the specific exchange rate provider for UBN in Mexico. This means that the transactions executed within this flow, the calculations of the amounts in both the QUOTE and the actual execution of the Transaction, will occur applying this exchange rate.

For Testing purposes it was informed that EuroExchange will have a fixed exchange rate or 0,62 under the regular Visa Exhgange:
EuroExchange = Visa Exchange - (Visa Exchange * 0,0062)
Technical change to consider: Replace Visa certificate by pfx format, that way we don't need to install the certificate in Windows and OperationApi can be run like a service. 
","[Vanesa V. Vilas]","none","Validated over HWAY SEND/ ASK  1.8.1 in the following devices/ Platforms - OS versions:   iPhone 14 Plus/ OS 18.0.1 -  Working OK   Samsung Galaxy S10+/ Android 12 -  Working OK    ",8,0,"","","Tuesday, November 5th 2024, 5:50:52 pm -03:00","Tuesday, November 12th 2024, 12:14:38 pm -03:00","Tuesday, November 12th 2024, 12:13:54 pm -03:00","Tuesday, November 12th 2024, 12:13:54 pm -03:00","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[86dv47p9a, 86dv49t12]","[https://app.clickup.com/t/86dv47p9a, https://app.clickup.com/t/86dv49t12]","","[Technical Requirements - TA RaaS, 1.8.1 CYPRESS Bug Fixing, Kanban R&D]","[]","","","","","","",,0,"","","","[Business]","","","","","","","","","","","","","","","","User Story","When the user is performing a Send to Bank Account through SPEI, the exchange rate applied needs to be the one provided by Euro Exchange, which is different by the one provided by Visa

For Testing purposes it was informed that EuroExchange will have a fixed exchange rate or 0,62 under the regular Visa Exhgange:
EuroExchange Rate= Visa Exchange Rate - (Visa Exchange Rate * 0,062)

"
"Task","86duz570w","RAAS-3985","Remove Micro Transaction for CRB AFT for the time being","Closed","Due to the fact that the current AFT solution with CRB cthe micro transaction cannot be executed and then rollbacked, the micro transaction used to validate the card, needs to be removed
Optionally, if possible, it is desired that this can be enabled or disabled trhough a flag -- backend team to confirm if this is possible

Due to the removal of this feature, the corresponding user experience is also removed, see  attached screens that will not be displayed for the time being

 

 
","[Alvaro Andres Obregon Carreño]","none","Validated OK - HWAY SEND Y HWAY ASK 1.8.0    Iphone 8 - iOS 16.7.10   Moto G8 - Android 11  ",4,0,"","","Monday, October 21st 2024, 8:51:25 pm -03:00","Wednesday, October 22nd 2025, 4:43:09 pm -03:00","Thursday, March 13th 2025, 2:39:14 pm -03:00","Thursday, March 13th 2025, 2:39:14 pm -03:00","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[]","[]","[crb]","[Technical Requirements - TA RaaS, Kanban R&D, 1.8 CYPRESS (CRB)]","[]","[HWAY SEND] Adding a new card screen have a cosmetic issue: https://app.clickup.com/t/86dv2ktyy)","","","","","",,0,"","","","[Backend]","","",123,"","RaaS","","","","Cypress","","","","","","","Task","When the user is executing a load with card, the micro transction feature that was used with the previous provider (tabapay) should not be present as part of the card validation process, neither the card  ownership verificaton feautre (asking the user to provide the amounts of the micro transaction)


"
"Task","86duuzqmd","RAAS-3930","Enhacement to name matching algorithm in RAAS middleware","qa rejected","It was identified during QA phase that the name matching for certain features that is handled by RAAS middleware, did not work the same way than other features where the name matching is handled by the Numi Platform.
It is necessary to enhace the name matching used in RAAS middleware to achieve the same logic than the Platform one
@Claudia and @Ricardo will work to have this feature in RAAS working the same as in the Platform

","[Alvaro Andres Obregon Carreño]","none","Esto se validó y en mi caso para María del Carmen Arenas Mendoza, hubo match cuando no se esperaba, se cargó el ticket:  86dw008px     Para el receptor Valeria Ruiz Castañeda:   Valeria Castaña PASA   Valentina Ruiz Castañeda PASA   Taleria Ruiz Castaña PASA   Valentina Ruiz Castillo PASA ???   Violeta Rojas Casceres PASA ????   https://t1238940.p.clickup-attachments.com/t1238940/d17d2c6a-d42c-4842-8be3-ea3b56445139/Grabacio%CC%81n%20de%20pantalla%202025-03-13%20a%20la(s)%2016.47.08.mov?view=open     Es necesario seguir revisando y ajustando el algoritmo porque hay casos en los que el nombre no matchea y el apellido tampoco y aún así pasa. Solamente muestra el toast ""cuando la diferencia es burda, ejemplo ""pepe flores""""     VALIDATED NO OK WITH   phone Moto G Pure / Android 12/ HWAY SEND QA 1.11.2/ ASK HWAY ASK QA 1.11.3    iPhone SE / iOS 16.2 / HWAY SEND QA 1.11.2  / ASK HWAY ASK QA 1.11.3    ",1,0,"","","Friday, October 4th 2024, 2:27:10 pm -03:00","Thursday, March 13th 2025, 5:55:37 pm -03:00","","","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[]","[]","","[Technical Requirements - TA RaaS, 1.7.2 SPEI Bug Fixing, Kanban R&D]","[]","","","","","","",,0,"","1.11.3","","[RaaS-Backend]","","",-4,"Ana","RaaS","","","","CLOVE","","","","","","1.11","Task","The name matching algorithm used in RAAS in certain features, should be the same as the one used in the platform.
For testing purposes, the scenario to validate when the name that the sender defined and the one of existing user is compared in RAAS middleware
In detail, when the name is defined by the sender, while he sets the information of the receiver, and the receiver user is found in the platform, and RAAS middleware compares both names the name matching algorithm needs to apply the same logic as the name matching in the platform

"
"Task","86duucb8t","RAAS-3922","Change Payment Method UX Enhacements","review accepted","The current way for the change payment method, the UI is ""filtering"" the payment method displying only the ones of the same type or add one of the same type the user is trying to change, as displayed in this screens

 

The requirement is to actually to allow the user to select any possible payment method (no matter the type previously selected) the user whants to change to, as described in the figma (extracted here)
 

For more info you can check the story Sender User defines the Receiver and Sends to Bank Account - Full UX (https://app.clickup.com/t/1238940/RAAS-3588)  too.



","[]","none","",0,0,"","","Wednesday, October 2nd 2024, 5:18:03 pm -03:00","Friday, October 4th 2024, 4:24:50 pm -03:00","","","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[]","[]","","[Technical Requirements - TA RaaS]","[]","","","","","","",,0,"","1.7.0","","[Mobile]","","",5,"Ana","RaaS","","","","","","","","","","","Bug","The user should be presnted with a list of ALL the existing payment methods for himas well as way to add a new payment method, when he selects the change feature available in the destail of the pauyment method in the transaction summary screen

"
"Task","86duuc63a","RAAS-3921","(Invex) Review and update CIP process to include level validations for Mexican users ","Closed","It is necessary also to create the CIP mechanism for Mexican Users, because currently is only for USA users.

The user in Level 2 for Mexico should achieve the following validations
The Photo ID should have the regular OCR validations
Name matches the use ID
expiraton date is valid
type of id is valid : only allowed for mexico INE/IFE
The Photo ID should face match the user´s selfie


","[]","none","Validated over Invex 1.10.3 (Send it & Ask Now) over the following devices/ Platforms/ OS versions:   iPhone 14 Plus/ iOS 18.1.1 -  Working OK   Samsung A52s/ Android 14 -  Working OK    ",5,0,"","","Wednesday, October 2nd 2024, 5:05:12 pm -03:00","Thursday, January 16th 2025, 5:24:54 pm -03:00","Thursday, January 16th 2025, 5:23:53 pm -03:00","Thursday, January 16th 2025, 5:23:53 pm -03:00","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[86duuzz78]","[https://app.clickup.com/t/86duuzz78]","[invex, not-crb-related]","[Technical Requirements - TA RaaS, Kanban R&D, 1.10.2 Cinnamon Bug Fixing]","[]","[invex] Invoke level 2 service for recipient users: https://app.clickup.com/t/86dujth39)","","","","","",,0,"","","","[Backend]","1.9.0","",4,"","INVEX","","","","Vervain","","","","","","","Task","When the user in Mexico is required to achieve level 2, he will be required with a photo ID of INE /IFE only, and all the bacfjournd validations of the phoo id and the face match should occur
The user should get the platform basic soft fail / retry scan errors  when the docuemnt image cannot be extracted
The user should get the platform soft fail errors when the selfie provided in the level 1 does not match the photo ID
After the retries, if the error persist, hw will be set in level 2 hard fail
"
"Task","86dutkdtd","RAAS-3910","Cancellation of Operations by User","Closed","The feature to allow the user to cancell pending / in progress operations should be added to the platform.

This feature is already existing in HWAY project. The Plaform needs to implement the same feature

The UI details of the cancellation feature are detailed in the related task

The Platform will allow the cancellation in certain status, the status displayed by the UI (e.g, ""in progress"") does not mean that the operation is cancellable

See below Backend team Notes on the Status and how it works

The following is the implementation detail of the statuses and status detail of an Operation / Transaction that are subject of being cancelled

For backend the primal status is OnHold; the operation is candidate to cancel

after this;  for each State Machine determines the StatusDetails who able to cancel

**This service answers in real time, if response is ""true"" indicates the operation will be cancelled in the near future but  the response is ""false"" mean the operation is not cancelable

See following sheet for the allowed status for cancellation: 
 
","[Vanesa V. Vilas, Claudia Bolaños]","none","Validated Ok for hway SEND / hway ASK QA 1.11.2 Magnolia on the following devices:   • iPhone 8 - iOS 16.7.10   • Samsung Galaxy S20 FE – Android 13  ",22,0,"","","Monday, September 30th 2024, 6:36:28 pm -03:00","Thursday, July 10th 2025, 2:03:24 pm -03:00","Thursday, February 20th 2025, 4:27:23 pm -03:00","Thursday, February 20th 2025, 4:27:23 pm -03:00","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[]","[]","[crb]","[Technical Requirements - TA RaaS, Kanban R&D, 1.10.2 Cinnamon Bug Fixing, 1.10 CINNAMON, 1.10.5 Cinnamon Bug Fixing]","[]","Replace previous rollback mechanism for a push transaction when an operation is cancelled: https://app.clickup.com/t/86dvetu6m)
Allow the user to cancel a pending / in progress transaction: https://app.clickup.com/t/86duf6udh)
Provide Message to User when Cancellation is not possible: https://app.clickup.com/t/86dvf462k)
Implement ""Request Cancellation"" Button Logic for 30-Minute Regulatory Window: https://app.clickup.com/t/86dx1uvjv)
[CRB]/[FRAUD TOOL] - Transaction cancel/retry in console : https://app.clickup.com/t/86duf6ugb)","","","","","",,0,"","1.10.4","","[Backend]","","",125,"Ana","RaaS","","","","Cinnamon","true","true","","","","1.10.4","Task","The user sould be able to cancel operations that he has created when the operation is still in the on hold status in the platform.
For testing purposes,  the operation can be cancelled in the statuses mentioned in the attached sheet, any other status will not provide a succesfull cancellation outcome
"
"Task","86durpd8v","RAAS-3890","ConsoleUI - Customer Details shows Subscriber Type.","in qa","There was a change introduced in the information to be displayed in the Console, in order to provide clearer information on what ""type"" of user was created with.
The type can be:
Automatic
EndUser
And will be displayed in the Customer Details sections fot the Consoleu under the title SuscriberType

When a sender provides the full recipient data, the receiver is created automatically. The information will then be displayed as  SubscriberType: Automatic.  In this case, the  automatic users only have level 1. (see related tasks for context on this scenarios)

See below details on how it will look in the Console

 

When the user registers by himself, for example using the Apps,  the SubscriberType is Enduser.
","[]","none","",0,0,"","","Thursday, September 26th 2024, 4:06:36 pm -03:00","Thursday, September 26th 2024, 6:17:39 pm -03:00","","","Claudia Bolaños","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[]","[]","","[Technical Requirements - TA RaaS]","[]","Let Sender define the information of the Receiver: https://app.clickup.com/t/86duea3hz)","","","","","",,0,"","","","","","","","","RaaS","","","","","","","","","","","Task","The Operations Console user will be able to tell if the user was created by the automatic internal process or was created by the user providing its info in the app by himself, with the information of the new field displayed

"
"Task","86dunyhj9","RAAS-3689","Request GeoLocation permission to user and disable him to continue if not accepted","Closed","
When the user is requested for Geo Location permission, he will be prompted by the OS to accept the permission, if he denies the permission or closes the OS screen, he will not be able to continue with whatever action / flow he was performing in the app..

Work to Be done
Context
The Mobile Layer needs to implement the following User Experience, when the Geolocation permission is required in the Address Screen
1.The UI flow will display a screen to the user to advice him so accept the permission for geolocation.  
2.When he uses the available button, the OS screen to accept the permission will be displayed
2.1If he does not, he will be prompted to accept the permission, and only will be available to start over (go back to screen described in 1)
3. If he accepts, he will be able to continue with whatever action he was performing

Note from TA
This screen should displayed according to configuration by tennat, see note below
Notes from Product Team

The additional screen (Screen #1) within the UX flow should be configurable on a per-partner basis for ASK apps. Initially, this screen will be included across all applications. However, if a partner requests the exclusion of this screen, the system should allow for a flexible, partner-specific configuration to remove or modify its presence. For SEND apps ...

see screen flow

see figma = 

Original UX Requirement
Design Specifications:

Deliverables: Figma link and PNG board 
Language: EN 

Scenario: Before the user arrives at the address entering screen the location permissions are requested. If the location permissions are denied then a screen is presented as shown at the bottom of this description. The user must be able to try again to change the permissions. 

Task
Show the complete flow from the permissions screen to the address entering screen with the use case of denying permissions. 
Remove the previews screen to the IOS permissions 
Change the text for the IOS permission screen to something along the lines of ""We use your location to help you easily find your address on the map""
Deny the permission screen with a retry as shown below
  
 

The geolocation permission must be requested before showing the address search page, as part of the onboarding for all the apps.

Design Specifications for Corrections:

Deliverable: Figma link & Board
Language: EN

Description:
Add a screen before the system permits 
Change the design to the new design instead of the blurred background (You guys already had the design)
Change the text to the text in the table ""Geolocation Intro screen:""

Design Specifications for Corrections second round:

Deliverable: Figma link & Board
Language: EN

Description: 
Add  button to go to configurations (Dev. explains that in the case of denying permissions the user can only do it manually in phone settings 


Actual Screen: (Old design)
 
Geolocation Intro screen:



EN
ES
FR
We needs access to your location
Necesitamos acceso a tu ubicación
Nous avons besoin d'accéder à votre position
To help you find your home address faster, using your current location.
Para ayudarte a encontrar tu dirección más rápido, usamos tu ubicación.
Pour trouver plus vite votre adresse, on utilise votre position.
Give access
Dar acceso
Autoriser l’accès
Geolocation text



EN
ES
FR
We use your location to easily find your address on the map.
Usamos tu ubicación para encontrar fácilmente tu dirección en el mapa.
Nous utilisons votre emplacement pour trouver facilement votre adresse sur la carte.
Denied permissions text





EN
SP
FR
Main text
We need your location  permissions to continue
Necesitamos tus permisos de ubicación para continuar
Nous avons besoin de vos autorisations de localisation pour continuer
Description
To keep using the app, tap 
“Allow” on the permission pop-up.
Para seguir usando la app, toca ""Permitir"" en la ventana de permisos.
Pour continuer, appuyez sur ""Autoriser"" dans la fenêtre des permissions.
Button
Try again
Re-intentar
Réessayer

","[Pedro Andres Medina Garcia]","NORMAL","Validated over Hway Send & Ask 1.13.2 in the following Devices/ Platforms/ OS versions:   iPhone 14 Plus/ iOS 18.6.2 -  Working OK   Moto G15/ Android 15 -  Working OK    ",30,1,"Thursday, March 6th 2025","","Tuesday, September 17th 2024, 1:39:42 pm -03:00","Tuesday, September 23rd 2025, 9:49:06 am -03:00","Tuesday, September 23rd 2025, 9:49:06 am -03:00","Tuesday, September 23rd 2025, 9:49:06 am -03:00","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[]","[]","[not-crb-related]","[Technical Requirements - TA RaaS, Kanban R&D, RaaS Design Workflow, 1.13.2 ROSE Bug Fixing]","[]","Datos geolocalización: https://app.clickup.com/t/86duet4c3)
[ASK/SEND] If the user has problems on sign up, then is not allowed to continue with the flow: https://app.clickup.com/t/86dxt13f0)","","","","","",,0,"","1.13.1","","[Mobile]","","",201,"Ana","RaaS","","","","Rose","","","","","","","Task","When the user is presented to accept the geolocation permission, he will only be available to continue if he enables and accepts the permission. The User Experience should be presented as described in the UX Requirement above


"
"Task","86dun4f4d","RAAS-3672","Money Movement Report for Finance","in review","
When the different partners / providers require to move money to different Bank / Institution accounts, the Finance team needs to be able to define the amounts and destinations of the money movements.

For this reason, it is required to create a new report for Finance to process the Money Movements Correctly

The report should be provided DAILY, and should have all the relevant information for the operation money movement,, such as date, amount, and transaction type, plus the exchange rates involved in the operation life cicle, with the different amounts, to allow the finance team to identify the totals of money to move to the accounts involved in the daily settlement of the operations

The proposal from technical team is that this need will be covered with two reports :
1. An Operations Overall Money Movement Report
2. Am Operations Exchange Rate Delta Report

The Overal Money Movement report will serve to identify the different money movements involved in an operation, the identifier of the operation (operation id), the date and amount (with sign) of each movement, and the transaction type specific for the different movements. 
It was concluded that the report is very similar to the OCT Transactions report currently provided to MCB Bank, with certain specific information added, and certain other fields removed as they are not needed. 
Note: All the operations with all their involved transaction types will be displayed in this report

The Exchange Rate Delta Report will display the amounts and the exchange rates used in each case, in the different moments of the transaction life cycle, and provide the delta between the different moments the exchange rate was applied, if existing. 

Note: If no delta was identified between the original amount/exchange rate and the actually applied amount/exchange rate, the operation should not be displayed in this report.


Finally, there should be a section with ""summarizes"" the money flows, grouping the amounts by transaction type, to allow Finance to have a quick look of the money movements to be performed

See related document page with raw notes from this requirement and the videos from the requirement discovery sessions

See link with google sheet with an example and notes related to the information required (user tab named as Copy of exchange rate details example_ maintainUSD payment)

https://docs.google.com/spreadsheets/d/1NWsiCYGvP4M0QP7XKa_O9Q8h2o_uduvCpdZAW6cWNWY/edit?gid=2078570245#gid=2078570245

See attached .csv file for references
 
See the following video for fields explanation
https://t1238940.p.clickup-attachments.com/t1238940/82beba53-77f2-4415-989a-12eec0e37d21/ExchangeRateDeltaReport%20explanation.mp4?view=open

","[Alvaro Andres Obregon Carreño]","HIGH","",0,0,"","","Friday, September 13th 2024, 1:54:07 pm -03:00","Wednesday, January 8th 2025, 12:04:50 pm -03:00","","","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[86dunnq50, 86dunnqb8]","[https://app.clickup.com/t/86dunnq50, https://app.clickup.com/t/86dunnqb8]","[not-crb-related]","[Technical Requirements - TA RaaS, Kanban R&D, 1.8.1 CYPRESS Bug Fixing]","[]","","Report for Money Movements (Finance): https://app.clickup.com/1238940/v/dc/15tww-63277/15tww-37697","","","","",,0,"","","","[Backend]","1.8.1","",101,"","RaaS","","","","CLOVE","","","","","","1.8.0","Task","The report should be generated daily

For testing purposes, request to backend how to fetch the report
"
"Task","86ducy1ch","RAAS-3564","Define Mechanism to have multiple accounts for same user with multiple tennants","canceled","
","[]","URGENT","",0,0,"","","Wednesday, August 14th 2024, 4:54:35 pm -03:00","Tuesday, January 14th 2025, 1:33:37 pm -03:00","","Tuesday, January 14th 2025, 1:33:37 pm -03:00","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[]","[]","[not-crb-related]","[Technical Requirements - TA RaaS, Kanban R&D, 1.11 MAGNOLIA]","[]","","","","","","",,0,"","","","[Business]","","",100,"","RaaS","","","","Cinnamon","","","","","","","Business Requirement",""
"Task","86dub4b8f","RAAS-3540","Enhacements to Name on Card Validation","review accepted","Context
When a card is being added, a part of the validations performed is matching the name of the user´s profile with the given name of the card.
There were some validation errors that were actually not caused by the actual mismatch between the names being compared, but due to the handling of the comparison or the platform behaviour itself
It is necesary to add the corresponding mechanisms and enhacemtns to avoid this errors interfering with the actual name matching comparison.
Work to be Done
The details of the issues to be corrected is the following:
1) The handling of the matching comparison had a few issues found in the testing 
The lower case / upper case may interfere in the matching
The usage of special characters may interfere in the matching
2) When the user was recently created and the card is being validated right away, a conflict of platform events may cause that the user's profile is not yet updated to be able to use that name to match with the name on the card, causing an error in the validation that was not being handled

","[]","NORMAL","@Vanesa V. Vilas  por favor validar si esto ya esta resuelto.  ",6,0,"","","Wednesday, August 7th 2024, 7:34:05 pm -03:00","Monday, November 17th 2025, 11:15:30 am -03:00","","","Vanesa V. Vilas","Numi RaaS","RaaS Releases","RaaS Tickets","[86duc0cfk, 86duc0dud]","[https://app.clickup.com/t/86duc0cfk, https://app.clickup.com/t/86duc0dud]","","[RaaS Tickets, Technical Requirements - TA RaaS]","[]","","","","","","",,0,"","1.5.2","","[Backend]","","","","","RaaS","","","","Tangerine","","","","","","","Task","The name on card should be validated properly and if any error arise, the error should only be related to the actual matching on the name, not exceptions or incorrect handling of the matching logic

"
"Task","86du8fhxq","RAAS-3518","[iOS/Android] Analizar manejo de excepción cuando vence el api key","canceled","[iOS/Android] Analizar manejo de excepción cuando vence el api key

Actual:
    
Excepción:
 {
  ""error"": {
    ""code"": ""ERROR_AUTHENTICATION"",
    ""message"": ""Invalid api_key token"",
    ""status"": 401
  },
  ""labels"": {
    ""action"": ""GlobalError"",
    ""env"": ""production"",
    ""errorCODE"": ""INTERNAL_SERVER_ERROR"",
    ""feature"": ""GlobalErrorHandler"",
    ""host"": ""raas-app-qa.nomas.cash"",
    ""level"": ""error"",
    ""originPath"": ""services/tenant-info"",
    ""requestId"": ""dc75ed9f-fbc4-4d4e-aa59-75273e5e26b9"",
    ""service"": ""raas-mobile""
  },
  ""level"": ""error"",
  ""message"": ""Invalid api_key token""
}

Esperado: Revisar que pantalla se puede ofrecer al usuario para darle visibilidad de que estamos solucionando el problema. (see note from TA)

De todas formas, se puede analizar también un proceso de alarmas para estas situaciones de excepción para el equipo de soporte.


Note from TA
it s necessary to generate an Alert to Operations when this error  ""message"": ""Invalid api_key token"", is triggered
There should be another task with the UX Enhacement with the error that needs to be displayed to the user (see related tasks)
","[]","none","There is currently no alerts sistem in RAAS Middlewara, that is the system that handles this APIs and its API keys, so there is no technical possibility to add this issue to any system alert  ",5,0,"","","Tuesday, July 30th 2024, 10:38:47 am -03:00","Friday, May 2nd 2025, 1:02:05 pm -03:00","","Friday, May 2nd 2025, 1:00:01 pm -03:00","Ana María Barbuto","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[]","[]","[missing definition]","[Technical Requirements - TA RaaS, 1.13 ROSE]","[]","Message to User when Apps Dont work due to Invalid API Key: https://app.clickup.com/t/86dwfcxc8)","","","","","",,0,"","1.5.2","","[RaaS-Backend, Backend]","","","","","RaaS","","","","","","","","","","","Bug",""
"Task","86du4jkjv","RAAS-3457","Enhacements To Transaction Cancelation","Closed","This Epic contains all the task related to enhace the transaction cancelation mechanism to include the retry mechanisms
When a transaction needs to be canceled the cancelation re-attempts need to be reflected in the console and the flows that do not include this re-attempts need to be updated.

","[Alvaro Andres Obregon Carreño, Claudia Bolaños]","none","",0,0,"","","Tuesday, July 16th 2024, 12:43:18 pm -03:00","Thursday, July 25th 2024, 2:08:09 pm -03:00","Thursday, July 25th 2024, 2:08:09 pm -03:00","Thursday, July 25th 2024, 2:08:09 pm -03:00","Vanesa V. Vilas","Numi RaaS","RaaS Releases","1.5.0 LEMON","[]","[]","[non-qa]","[1.5.0 LEMON, Technical Requirements - TA RaaS]","[]","","","","","","",,0,"","","","","","","","","RaaS","","","","Lemon","","","","","","","Epic",""
"Task","86dqtgw2n","RAAS-2101","Migration to Platform 2","to do","Esta Epica contendrá todas las tareas principales para la migración de Lola h.way de la versión 1 a la 2 de la Plataforma

","[]","HIGH","",0,0,"","","Monday, December 11th 2023, 4:59:04 pm -03:00","Tuesday, November 18th 2025, 7:32:51 pm -03:00","","","Ana Mondragón","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[]","[]","","[Technical Requirements - TA RaaS]","[]","","","","","","",,0,"","","","","","","","","h.way","","","","","","","","","","","Epic",""
